contrast,time,channel,t_obs,cluster,p_val
blurr_right - normal_right,0.7900,Pz,-1.0180,NA,1.0000
blurr_right - normal_right,0.7900,P4,-1.3885,NA,1.0000
blurr_right - normal_right,0.7900,P6,-1.8419,NA,1.0000
blurr_right - normal_right,0.7900,P8,0.1221,NA,1.0000
blurr_right - normal_right,0.7900,PO9,2.1356,NA,1.0000
blurr_right - normal_right,0.7900,PO7,2.1484,NA,1.0000
blurr_right - normal_right,0.7900,PO3,1.0858,NA,1.0000
blurr_right - normal_right,0.7900,POz,0.1183,NA,1.0000
blurr_right - normal_right,0.7900,PO4,-1.1262,NA,1.0000
blurr_right - normal_right,0.7900,PO8,1.0142,NA,1.0000
blurr_right - normal_right,0.7900,PO10,0.4694,NA,1.0000
blurr_right - normal_right,0.7900,O1,1.6485,NA,1.0000
blurr_right - normal_right,0.7900,Oz,1.4733,NA,1.0000
blurr_right - normal_right,0.7900,O2,0.6253,NA,1.0000
blurr_right - normal_right,0.7920,Fp1,0.2660,NA,1.0000
blurr_right - normal_right,0.7920,Fpz,-0.1901,NA,1.0000
blurr_right - normal_right,0.7920,Fp2,-1.7825,NA,1.0000
blurr_right - normal_right,0.7920,AF7,2.2898,NA,1.0000
blurr_right - normal_right,0.7920,AF3,-0.2350,NA,1.0000
blurr_right - normal_right,0.7920,AFz,-52.6435,neg_266,1.0000
blurr_right - normal_right,0.7920,AF4,-12.0568,NA,1.0000
blurr_right - normal_right,0.7920,AF8,-0.0471,NA,1.0000
blurr_right - normal_right,0.7920,F9,1.0398,NA,1.0000
blurr_right - normal_right,0.7920,F7,1.6101,NA,1.0000
blurr_right - normal_right,0.7920,F5,0.2622,NA,1.0000
blurr_right - normal_right,0.7920,F3,-1.6098,NA,1.0000
blurr_right - normal_right,0.7920,Fz,-3.7553,NA,1.0000
blurr_right - normal_right,0.7920,F4,-1.8510,NA,1.0000
blurr_right - normal_right,0.7920,F6,-0.8020,NA,1.0000
blurr_right - normal_right,0.7920,F8,-0.5043,NA,1.0000
blurr_right - normal_right,0.7920,F10,0.9848,NA,1.0000
blurr_right - normal_right,0.7920,FT7,30.9018,pos_219,1.0000
blurr_right - normal_right,0.7920,FC5,-0.8431,NA,1.0000
blurr_right - normal_right,0.7920,FC3,-1.5348,NA,1.0000
blurr_right - normal_right,0.7920,FC1,-1.3189,NA,1.0000
blurr_right - normal_right,0.7920,FC2,-1.6864,NA,1.0000
blurr_right - normal_right,0.7920,FC4,-1.4991,NA,1.0000
blurr_right - normal_right,0.7920,FC6,-1.2256,NA,1.0000
blurr_right - normal_right,0.7920,FT8,-0.6261,NA,1.0000
blurr_right - normal_right,0.7920,T7,1.3783,NA,1.0000
blurr_right - normal_right,0.7920,C5,0.4003,NA,1.0000
blurr_right - normal_right,0.7920,C3,-2.7469,NA,1.0000
blurr_right - normal_right,0.7920,C1,-1.2733,NA,1.0000
blurr_right - normal_right,0.7920,Cz,-1.6595,NA,1.0000
blurr_right - normal_right,0.7920,C2,-1.0711,NA,1.0000
blurr_right - normal_right,0.7920,C4,-1.2648,NA,1.0000
blurr_right - normal_right,0.7920,C6,-1.3443,NA,1.0000
blurr_right - normal_right,0.7920,T8,-0.0568,NA,1.0000
blurr_right - normal_right,0.7920,TP9,3.7806,NA,1.0000
blurr_right - normal_right,0.7920,TP7,2.2473,NA,1.0000
blurr_right - normal_right,0.7920,CP5,24.1135,pos_220,1.0000
blurr_right - normal_right,0.7920,CP3,2.1680,NA,1.0000
blurr_right - normal_right,0.7920,CP1,1.2221,NA,1.0000
blurr_right - normal_right,0.7920,CPz,-2.0153,NA,1.0000
blurr_right - normal_right,0.7920,CP2,-1.7518,NA,1.0000
blurr_right - normal_right,0.7920,CP4,-1.3818,NA,1.0000
blurr_right - normal_right,0.7920,CP6,-1.6425,NA,1.0000
blurr_right - normal_right,0.7920,TP8,-1.6113,NA,1.0000
blurr_right - normal_right,0.7920,TP10,0.3935,NA,1.0000
blurr_right - normal_right,0.7920,P7,2.7254,NA,1.0000
blurr_right - normal_right,0.7920,P5,2.8491,NA,1.0000
blurr_right - normal_right,0.7920,P3,4.1796,NA,1.0000
blurr_right - normal_right,0.7920,Pz,-0.9758,NA,1.0000
blurr_right - normal_right,0.7920,P4,-1.3273,NA,1.0000
blurr_right - normal_right,0.7920,P6,-1.5936,NA,1.0000
blurr_right - normal_right,0.7920,P8,0.0446,NA,1.0000
blurr_right - normal_right,0.7920,PO9,2.3021,NA,1.0000
blurr_right - normal_right,0.7920,PO7,2.6150,NA,1.0000
blurr_right - normal_right,0.7920,PO3,1.2238,NA,1.0000
blurr_right - normal_right,0.7920,POz,0.1251,NA,1.0000
blurr_right - normal_right,0.7920,PO4,-1.9463,NA,1.0000
blurr_right - normal_right,0.7920,PO8,1.2351,NA,1.0000
blurr_right - normal_right,0.7920,PO10,0.3621,NA,1.0000
blurr_right - normal_right,0.7920,O1,2.0750,NA,1.0000
blurr_right - normal_right,0.7920,Oz,1.9438,NA,1.0000
blurr_right - normal_right,0.7920,O2,0.6927,NA,1.0000
blurr_right - normal_right,0.7940,Fp1,0.2201,NA,1.0000
blurr_right - normal_right,0.7940,Fpz,-0.1884,NA,1.0000
blurr_right - normal_right,0.7940,Fp2,-1.7423,NA,1.0000
blurr_right - normal_right,0.7940,AF7,2.1897,NA,1.0000
blurr_right - normal_right,0.7940,AF3,0.0636,NA,1.0000
blurr_right - normal_right,0.7940,AFz,-15.8749,neg_266,1.0000
blurr_right - normal_right,0.7940,AF4,-11.8754,NA,1.0000
blurr_right - normal_right,0.7940,AF8,-0.2330,NA,1.0000
blurr_right - normal_right,0.7940,F9,1.1257,NA,1.0000
blurr_right - normal_right,0.7940,F7,1.5168,NA,1.0000
blurr_right - normal_right,0.7940,F5,0.6164,NA,1.0000
blurr_right - normal_right,0.7940,F3,-1.7143,NA,1.0000
blurr_right - normal_right,0.7940,Fz,-4.7712,NA,1.0000
blurr_right - normal_right,0.7940,F4,-2.5152,NA,1.0000
blurr_right - normal_right,0.7940,F6,-0.9786,NA,1.0000
blurr_right - normal_right,0.7940,F8,-0.9174,NA,1.0000
blurr_right - normal_right,0.7940,F10,0.8520,NA,1.0000
blurr_right - normal_right,0.7940,FT7,13.3529,pos_219,1.0000
blurr_right - normal_right,0.7940,FC5,-1.1045,NA,1.0000
blurr_right - normal_right,0.7940,FC3,-1.6422,NA,1.0000
blurr_right - normal_right,0.7940,FC1,-1.5668,NA,1.0000
blurr_right - normal_right,0.7940,FC2,-1.8948,NA,1.0000
blurr_right - normal_right,0.7940,FC4,-1.6199,NA,1.0000
blurr_right - normal_right,0.7940,FC6,-1.3371,NA,1.0000
blurr_right - normal_right,0.7940,FT8,-0.4687,NA,1.0000
blurr_right - normal_right,0.7940,T7,1.6016,NA,1.0000
blurr_right - normal_right,0.7940,C5,0.5475,NA,1.0000
blurr_right - normal_right,0.7940,C3,-2.2121,NA,1.0000
blurr_right - normal_right,0.7940,C1,-1.4460,NA,1.0000
blurr_right - normal_right,0.7940,Cz,-2.0650,NA,1.0000
blurr_right - normal_right,0.7940,C2,-1.1390,NA,1.0000
blurr_right - normal_right,0.7940,C4,-1.2033,NA,1.0000
blurr_right - normal_right,0.7940,C6,-1.5249,NA,1.0000
blurr_right - normal_right,0.7940,T8,-0.1457,NA,1.0000
blurr_right - normal_right,0.7940,TP9,2.3870,NA,1.0000
blurr_right - normal_right,0.7940,TP7,2.0350,NA,1.0000
blurr_right - normal_right,0.7940,CP5,14.2457,pos_220,1.0000
blurr_right - normal_right,0.7940,CP3,4.4208,NA,1.0000
blurr_right - normal_right,0.7940,CP1,1.6321,NA,1.0000
blurr_right - normal_right,0.7940,CPz,-2.0899,NA,1.0000
blurr_right - normal_right,0.7940,CP2,-1.6682,NA,1.0000
blurr_right - normal_right,0.7940,CP4,-1.2682,NA,1.0000
blurr_right - normal_right,0.7940,CP6,-1.3412,NA,1.0000
blurr_right - normal_right,0.7940,TP8,-1.9052,NA,1.0000
blurr_right - normal_right,0.7940,TP10,-0.0505,NA,1.0000
blurr_right - normal_right,0.7940,P7,2.8382,NA,1.0000
blurr_right - normal_right,0.7940,P5,4.7094,NA,1.0000
blurr_right - normal_right,0.7940,P3,7.2958,NA,1.0000
blurr_right - normal_right,0.7940,Pz,-1.0378,NA,1.0000
blurr_right - normal_right,0.7940,P4,-1.2401,NA,1.0000
blurr_right - normal_right,0.7940,P6,-1.2953,NA,1.0000
blurr_right - normal_right,0.7940,P8,0.0227,NA,1.0000
blurr_right - normal_right,0.7940,PO9,2.7407,NA,1.0000
blurr_right - normal_right,0.7940,PO7,3.3675,NA,1.0000
blurr_right - normal_right,0.7940,PO3,1.4870,NA,1.0000
blurr_right - normal_right,0.7940,POz,0.2430,NA,1.0000
blurr_right - normal_right,0.7940,PO4,-5.5951,NA,1.0000
blurr_right - normal_right,0.7940,PO8,2.8074,NA,1.0000
blurr_right - normal_right,0.7940,PO10,0.3281,NA,1.0000
blurr_right - normal_right,0.7940,O1,2.7840,NA,1.0000
blurr_right - normal_right,0.7940,Oz,3.2437,NA,1.0000
blurr_right - normal_right,0.7940,O2,0.9274,NA,1.0000
blurr_right - normal_right,0.7960,Fp1,0.1750,NA,1.0000
blurr_right - normal_right,0.7960,Fpz,-0.1385,NA,1.0000
blurr_right - normal_right,0.7960,Fp2,-1.5028,NA,1.0000
blurr_right - normal_right,0.7960,AF7,1.8778,NA,1.0000
blurr_right - normal_right,0.7960,AF3,0.1526,NA,1.0000
blurr_right - normal_right,0.7960,AFz,-7.1032,NA,1.0000
blurr_right - normal_right,0.7960,AF4,-16.1379,neg_258,1.0000
blurr_right - normal_right,0.7960,AF8,-0.0336,NA,1.0000
blurr_right - normal_right,0.7960,F9,1.2600,NA,1.0000
blurr_right - normal_right,0.7960,F7,1.4860,NA,1.0000
blurr_right - normal_right,0.7960,F5,0.9242,NA,1.0000
blurr_right - normal_right,0.7960,F3,-2.0553,NA,1.0000
blurr_right - normal_right,0.7960,Fz,-6.8769,NA,1.0000
blurr_right - normal_right,0.7960,F4,-4.6940,NA,1.0000
blurr_right - normal_right,0.7960,F6,-1.4089,NA,1.0000
blurr_right - normal_right,0.7960,F8,-1.7718,NA,1.0000
blurr_right - normal_right,0.7960,F10,0.8167,NA,1.0000
blurr_right - normal_right,0.7960,FT7,31.7563,pos_219,1.0000
blurr_right - normal_right,0.7960,FC5,-1.4438,NA,1.0000
blurr_right - normal_right,0.7960,FC3,-1.9894,NA,1.0000
blurr_right - normal_right,0.7960,FC1,-1.9952,NA,1.0000
blurr_right - normal_right,0.7960,FC2,-2.2664,NA,1.0000
blurr_right - normal_right,0.7960,FC4,-1.7814,NA,1.0000
blurr_right - normal_right,0.7960,FC6,-1.4155,NA,1.0000
blurr_right - normal_right,0.7960,FT8,-0.3897,NA,1.0000
blurr_right - normal_right,0.7960,T7,2.3695,NA,1.0000
blurr_right - normal_right,0.7960,C5,1.2536,NA,1.0000
blurr_right - normal_right,0.7960,C3,-2.0008,NA,1.0000
blurr_right - normal_right,0.7960,C1,-1.7740,NA,1.0000
blurr_right - normal_right,0.7960,Cz,-2.8234,NA,1.0000
blurr_right - normal_right,0.7960,C2,-1.2877,NA,1.0000
blurr_right - normal_right,0.7960,C4,-1.1659,NA,1.0000
blurr_right - normal_right,0.7960,C6,-1.6646,NA,1.0000
blurr_right - normal_right,0.7960,T8,-0.3072,NA,1.0000
blurr_right - normal_right,0.7960,TP9,1.9397,NA,1.0000
blurr_right - normal_right,0.7960,TP7,2.0248,NA,1.0000
blurr_right - normal_right,0.7960,CP5,5.5224,NA,1.0000
blurr_right - normal_right,0.7960,CP3,46.2646,pos_221,1.0000
blurr_right - normal_right,0.7960,CP1,2.4700,NA,1.0000
blurr_right - normal_right,0.7960,CPz,-1.9914,NA,1.0000
blurr_right - normal_right,0.7960,CP2,-1.6225,NA,1.0000
blurr_right - normal_right,0.7960,CP4,-1.1687,NA,1.0000
blurr_right - normal_right,0.7960,CP6,-1.0547,NA,1.0000
blurr_right - normal_right,0.7960,TP8,-1.6166,NA,1.0000
blurr_right - normal_right,0.7960,TP10,-0.3431,NA,1.0000
blurr_right - normal_right,0.7960,P7,3.1862,NA,1.0000
blurr_right - normal_right,0.7960,P5,11.2954,NA,1.0000
blurr_right - normal_right,0.7960,P3,32.9445,pos_221,1.0000
blurr_right - normal_right,0.7960,Pz,0.5392,NA,1.0000
blurr_right - normal_right,0.7960,P4,-1.1616,NA,1.0000
blurr_right - normal_right,0.7960,P6,-1.0570,NA,1.0000
blurr_right - normal_right,0.7960,P8,0.0871,NA,1.0000
blurr_right - normal_right,0.7960,PO9,3.6450,NA,1.0000
blurr_right - normal_right,0.7960,PO7,4.5326,NA,1.0000
blurr_right - normal_right,0.7960,PO3,1.8853,NA,1.0000
blurr_right - normal_right,0.7960,POz,0.4955,NA,1.0000
blurr_right - normal_right,0.7960,PO4,-6.8106,NA,1.0000
blurr_right - normal_right,0.7960,PO8,3.0223,NA,1.0000
blurr_right - normal_right,0.7960,PO10,0.3916,NA,1.0000
blurr_right - normal_right,0.7960,O1,3.8901,NA,1.0000
blurr_right - normal_right,0.7960,Oz,8.8221,NA,1.0000
blurr_right - normal_right,0.7960,O2,1.5766,NA,1.0000
blurr_right - normal_right,0.7980,Fp1,0.1459,NA,1.0000
blurr_right - normal_right,0.7980,Fpz,-0.0039,NA,1.0000
blurr_right - normal_right,0.7980,Fp2,-1.1195,NA,1.0000
blurr_right - normal_right,0.7980,AF7,1.5112,NA,1.0000
blurr_right - normal_right,0.7980,AF3,0.1371,NA,1.0000
blurr_right - normal_right,0.7980,AFz,-3.9311,NA,1.0000
blurr_right - normal_right,0.7980,AF4,-27.5127,neg_258,1.0000
blurr_right - normal_right,0.7980,AF8,0.4384,NA,1.0000
blurr_right - normal_right,0.7980,F9,1.4986,NA,1.0000
blurr_right - normal_right,0.7980,F7,1.5268,NA,1.0000
blurr_right - normal_right,0.7980,F5,1.1244,NA,1.0000
blurr_right - normal_right,0.7980,F3,-2.5006,NA,1.0000
blurr_right - normal_right,0.7980,Fz,-12.4199,NA,1.0000
blurr_right - normal_right,0.7980,F4,-34.4888,neg_258,1.0000
blurr_right - normal_right,0.7980,F6,-2.7808,NA,1.0000
blurr_right - normal_right,0.7980,F8,-3.8736,NA,1.0000
blurr_right - normal_right,0.7980,F10,0.9097,NA,1.0000
blurr_right - normal_right,0.7980,FT7,3.9488,NA,1.0000
blurr_right - normal_right,0.7980,FC5,-1.6252,NA,1.0000
blurr_right - normal_right,0.7980,FC3,-2.8657,NA,1.0000
blurr_right - normal_right,0.7980,FC1,-2.7279,NA,1.0000
blurr_right - normal_right,0.7980,FC2,-2.9148,NA,1.0000
blurr_right - normal_right,0.7980,FC4,-1.9971,NA,1.0000
blurr_right - normal_right,0.7980,FC6,-1.4584,NA,1.0000
blurr_right - normal_right,0.7980,FT8,-0.3511,NA,1.0000
blurr_right - normal_right,0.7980,T7,7.7082,NA,1.0000
blurr_right - normal_right,0.7980,C5,470.2287,pos_222,1.0000
blurr_right - normal_right,0.7980,C3,-2.2042,NA,1.0000
blurr_right - normal_right,0.7980,C1,-2.4172,NA,1.0000
blurr_right - normal_right,0.7980,Cz,-4.3155,NA,1.0000
blurr_right - normal_right,0.7980,C2,-1.5504,NA,1.0000
blurr_right - normal_right,0.7980,C4,-1.1889,NA,1.0000
blurr_right - normal_right,0.7980,C6,-1.7045,NA,1.0000
blurr_right - normal_right,0.7980,T8,-0.5592,NA,1.0000
blurr_right - normal_right,0.7980,TP9,1.7668,NA,1.0000
blurr_right - normal_right,0.7980,TP7,2.2272,NA,1.0000
blurr_right - normal_right,0.7980,CP5,3.7712,NA,1.0000
blurr_right - normal_right,0.7980,CP3,8.3183,NA,1.0000
blurr_right - normal_right,0.7980,CP1,4.4000,NA,1.0000
blurr_right - normal_right,0.7980,CPz,-1.8980,NA,1.0000
blurr_right - normal_right,0.7980,CP2,-1.6449,NA,1.0000
blurr_right - normal_right,0.7980,CP4,-1.1125,NA,1.0000
blurr_right - normal_right,0.7980,CP6,-0.8234,NA,1.0000
blurr_right - normal_right,0.7980,TP8,-1.0804,NA,1.0000
blurr_right - normal_right,0.7980,TP10,-0.5386,NA,1.0000
blurr_right - normal_right,0.7980,P7,3.8907,NA,1.0000
blurr_right - normal_right,0.7980,P5,1548.4099,pos_221,1.0000
blurr_right - normal_right,0.7980,P3,16.9584,pos_221,1.0000
blurr_right - normal_right,0.7980,Pz,0.4168,NA,1.0000
blurr_right - normal_right,0.7980,P4,-1.1143,NA,1.0000
blurr_right - normal_right,0.7980,P6,-0.9003,NA,1.0000
blurr_right - normal_right,0.7980,P8,0.6597,NA,1.0000
blurr_right - normal_right,0.7980,PO9,5.4813,NA,1.0000
blurr_right - normal_right,0.7980,PO7,6.2494,NA,1.0000
blurr_right - normal_right,0.7980,PO3,2.4176,NA,1.0000
blurr_right - normal_right,0.7980,POz,0.9997,NA,1.0000
blurr_right - normal_right,0.7980,PO4,-2.3356,NA,1.0000
blurr_right - normal_right,0.7980,PO8,0.7910,NA,1.0000
blurr_right - normal_right,0.7980,PO10,0.6310,NA,1.0000
blurr_right - normal_right,0.7980,O1,5.4874,NA,1.0000
blurr_right - normal_right,0.7980,Oz,19.8375,pos_223,1.0000
blurr_right - normal_right,0.7980,O2,4.5037,NA,1.0000
blurr_right - normal_right,0.8000,Fp1,0.1430,NA,1.0000
blurr_right - normal_right,0.8000,Fpz,0.2431,NA,1.0000
blurr_right - normal_right,0.8000,Fp2,-0.6907,NA,1.0000
blurr_right - normal_right,0.8000,AF7,1.2069,NA,1.0000
blurr_right - normal_right,0.8000,AF3,0.0648,NA,1.0000
blurr_right - normal_right,0.8000,AFz,-2.4799,NA,1.0000
blurr_right - normal_right,0.8000,AF4,-49.1675,neg_258,1.0000
blurr_right - normal_right,0.8000,AF8,1.6243,NA,1.0000
blurr_right - normal_right,0.8000,F9,1.9456,NA,1.0000
blurr_right - normal_right,0.8000,F7,1.6500,NA,1.0000
blurr_right - normal_right,0.8000,F5,1.1141,NA,1.0000
blurr_right - normal_right,0.8000,F3,-2.8181,NA,1.0000
blurr_right - normal_right,0.8000,Fz,-48.6967,neg_258,1.0000
blurr_right - normal_right,0.8000,F4,-8.6215,NA,1.0000
blurr_right - normal_right,0.8000,F6,-177.8817,neg_259,1.0000
blurr_right - normal_right,0.8000,F8,-12.5413,NA,1.0000
blurr_right - normal_right,0.8000,F10,1.1445,NA,1.0000
blurr_right - normal_right,0.8000,FT7,1.3067,NA,1.0000
blurr_right - normal_right,0.8000,FC5,-1.4955,NA,1.0000
blurr_right - normal_right,0.8000,FC3,-5.5494,NA,1.0000
blurr_right - normal_right,0.8000,FC1,-4.0188,NA,1.0000
blurr_right - normal_right,0.8000,FC2,-4.0417,NA,1.0000
blurr_right - normal_right,0.8000,FC4,-2.2823,NA,1.0000
blurr_right - normal_right,0.8000,FC6,-1.4664,NA,1.0000
blurr_right - normal_right,0.8000,FT8,-0.3204,NA,1.0000
blurr_right - normal_right,0.8000,T7,0.1427,NA,1.0000
blurr_right - normal_right,0.8000,C5,2.3124,NA,1.0000
blurr_right - normal_right,0.8000,C3,-3.2448,NA,1.0000
blurr_right - normal_right,0.8000,C1,-3.8493,NA,1.0000
blurr_right - normal_right,0.8000,Cz,-7.6790,NA,1.0000
blurr_right - normal_right,0.8000,C2,-1.9339,NA,1.0000
blurr_right - normal_right,0.8000,C4,-1.3054,NA,1.0000
blurr_right - normal_right,0.8000,C6,-1.6138,NA,1.0000
blurr_right - normal_right,0.8000,T8,-0.9093,NA,1.0000
blurr_right - normal_right,0.8000,TP9,1.7367,NA,1.0000
blurr_right - normal_right,0.8000,TP7,2.7625,NA,1.0000
blurr_right - normal_right,0.8000,CP5,3.2038,NA,1.0000
blurr_right - normal_right,0.8000,CP3,5.0411,NA,1.0000
blurr_right - normal_right,0.8000,CP1,11.2770,NA,1.0000
blurr_right - normal_right,0.8000,CPz,-1.9203,NA,1.0000
blurr_right - normal_right,0.8000,CP2,-1.7449,NA,1.0000
blurr_right - normal_right,0.8000,CP4,-1.1158,NA,1.0000
blurr_right - normal_right,0.8000,CP6,-0.6597,NA,1.0000
blurr_right - normal_right,0.8000,TP8,-0.6482,NA,1.0000
blurr_right - normal_right,0.8000,TP10,-0.6943,NA,1.0000
blurr_right - normal_right,0.8000,P7,5.2385,NA,1.0000
blurr_right - normal_right,0.8000,P5,19.2443,pos_221,1.0000
blurr_right - normal_right,0.8000,P3,8.2257,NA,1.0000
blurr_right - normal_right,0.8000,Pz,0.2166,NA,1.0000
blurr_right - normal_right,0.8000,P4,-1.1095,NA,1.0000
blurr_right - normal_right,0.8000,P6,-0.8205,NA,1.0000
blurr_right - normal_right,0.8000,P8,0.5133,NA,1.0000
blurr_right - normal_right,0.8000,PO9,9.7659,NA,1.0000
blurr_right - normal_right,0.8000,PO7,8.5007,NA,1.0000
blurr_right - normal_right,0.8000,PO3,3.0345,NA,1.0000
blurr_right - normal_right,0.8000,POz,2.7028,NA,1.0000
blurr_right - normal_right,0.8000,PO4,-1.6404,NA,1.0000
blurr_right - normal_right,0.8000,PO8,0.3411,NA,1.0000
blurr_right - normal_right,0.8000,PO10,1.4145,NA,1.0000
blurr_right - normal_right,0.8000,O1,7.4269,NA,1.0000
blurr_right - normal_right,0.8000,Oz,5.3507,NA,1.0000
blurr_right - normal_right,0.8000,O2,7.4139,NA,1.0000
blurr_right - normal_right,0.8020,Fp1,0.1728,NA,1.0000
blurr_right - normal_right,0.8020,Fpz,0.6119,NA,1.0000
blurr_right - normal_right,0.8020,Fp2,-0.3068,NA,1.0000
blurr_right - normal_right,0.8020,AF7,0.9974,NA,1.0000
blurr_right - normal_right,0.8020,AF3,-0.0431,NA,1.0000
blurr_right - normal_right,0.8020,AFz,-1.7134,NA,1.0000
blurr_right - normal_right,0.8020,AF4,-43.2312,neg_258,1.0000
blurr_right - normal_right,0.8020,AF8,30.6674,pos_224,1.0000
blurr_right - normal_right,0.8020,F9,2.7956,NA,1.0000
blurr_right - normal_right,0.8020,F7,1.8535,NA,1.0000
blurr_right - normal_right,0.8020,F5,0.9044,NA,1.0000
blurr_right - normal_right,0.8020,F3,-2.7637,NA,1.0000
blurr_right - normal_right,0.8020,Fz,-31.2703,neg_258,1.0000
blurr_right - normal_right,0.8020,F4,-4.9590,NA,1.0000
blurr_right - normal_right,0.8020,F6,-2.9968,NA,1.0000
blurr_right - normal_right,0.8020,F8,-27.3821,neg_260,1.0000
blurr_right - normal_right,0.8020,F10,1.5273,NA,1.0000
blurr_right - normal_right,0.8020,FT7,0.7881,NA,1.0000
blurr_right - normal_right,0.8020,FC5,-1.2161,NA,1.0000
blurr_right - normal_right,0.8020,FC3,-47.2654,neg_261,1.0000
